https://www.microcenter.com/search/search_results.aspx?Ntt=GeForce+RTX+3060+Ti&searchButton=search&storeid=121,MicroCenter - RTX 3060 Ti,MicroCenter,60
https://www.microcenter.com/search/search_results.aspx?Ntt=RTX+3070+%22Graphics+Card%22&searchButton=search&storeid=121,MicroCenter - RTX 3070,MicroCenter,60
https://www.bestbuy.com/site/nvidia-geforce-rtx-3060-ti-8gb-gddr6-pci-express-4-0-graphics-card-steel-and-black/6439402.p?skuId=6439402,BB Web - RTX 3060 Ti,BestBuy,5
6439402,Best Buy - RTX 3060 Ti FE,BestBuy,5
6429442,Best Buy - RTX 3070 FE,BestBuy,5
